adsorption,,desorption,,adsorption_deform,,desorption_deform,
X,Y,X,Y,X,Y,X,Y
0.03251407987420375,0.059380966898255894,0.859169167081174,0.5176836801822763,0.021966010690572635,0.05437969909793239,0.9859477829179883,10.86636784199046
0.055699741668404926,0.0749642988944691,0.8074948253453781,0.4602538388716847,0.04695116267301602,0.07320405570603228,0.897123879074549,10.329570060004633
0.10667410105418544,0.09746000673908517,0.7746437912167258,0.4161673860372576,0.07041396006615691,0.12072836517334018,0.8671327479352599,7.312048067627059
0.17977311746867125,0.11697126261572788,0.6934939749370217,0.3616257240505111,0.09834154968026826,0.14006407951612587,0.8528157966926874,6.252355042067163
0.2410867576978002,0.1374195722285514,0.5770361664233108,0.3077130433387354,0.13646539945828037,0.2191008093834128,0.7929166300459954,5.170258155756369
0.2950014440896619,0.15995378913081848,0.48091996534184817,0.2649808256983778,0.1716979473780931,0.2686705497894639,0.599264390592083,3.992505413201018
0.36373810631708997,0.17722510148741244,0.37740481042311824,0.22433451534746407,0.2304699963512495,0.32233115207299434,0.3423497420573094,2.803758479349934
0.42076159684225717,0.1921601976798294,0.2663222245398969,0.19341174205349554,0.25989437266792903,0.32744472941984704,0.0970770046155362,1.6894460557539723
0.46161328883397773,0.20688349405516415,0.15834844278998123,0.15488984804967676,0.2994894412617751,0.406737138154476,0.012999139747144256,0.9652037041475889
0.5316035011151581,0.23399387064165722,0.0327808353256422,0.11395471976637839,0.34202694748728935,0.48654090462379074,,
0.6014974407522102,0.26546860709529396,0.014126004845723086,0.09297370152271234,0.3831188027837037,0.5516111763624867,,
0.6332634019543346,0.2920783659323204,,,0.4374516274226238,0.6189825579072661,,
0.6972526194181923,0.3245671742374404,,,0.48876531076967333,0.7292760293071883,,
0.7520598334483257,0.3733068048713959,,,0.5297548945191506,0.8522575644989878,,
0.859169167081174,0.5176836801822763,,,0.5898703228744696,0.9785629249662406,,
,,,,0.6573418453089586,1.106146679770207,,
,,,,0.7290224810970753,1.3503199980824068,,
,,,,0.7944858590943108,1.7816822071478224,,
,,,,0.872678848699367,2.5049018432848325,,
,,,,0.9099078224416801,3.0906621283667697,,
,,,,0.9564126124254602,4.257324800051134,,
,,,,0.9747341339277866,5.549429916025471,,
,,,,0.9859477829179883,10.86636784199046,,
