adsorption,,desorption,,adsorption_deform,,desorption_deform,
X,Y,X,Y,X,Y,X,Y
0.07430727674794817,0.12391101084907774,0.8460276940886626,2.6246337879754824,0.018203643294359112,0.550837517868267,0.9853736759154051,31.122732104240736
0.09314660354116268,0.5277237715015066,0.783743822259161,2.4169325754315145,0.027890994392112303,1.3701389143422702,0.9210002565700252,30.502455741670637
0.10334636904673565,0.8432493803707386,0.6885843512073496,2.163936834918892,0.0351519261078327,2.0977348532052957,0.8335556940219183,29.508705054429498
0.1802453286632334,1.0735243918728392,0.5910391219816264,1.9401579127027713,0.044798959058754514,3.9124912949455712,0.6417549389729867,25.06934721254994
0.27525453034328196,1.2275827780168898,0.4910803069205539,1.7272740764926762,0.06899717772972179,6.4584723087636995,0.5155133233148846,21.974837811091156
0.358051099007109,1.340843586280592,0.4106639308983511,1.5811321034743766,0.1284627790199025,8.252776454202248,0.3843895466041124,19.420884800058648
0.4432779501031478,1.4542023479125545,0.30952893334718534,1.3938497157868182,0.1648865593959608,8.949638969321558,0.2289520947109921,17.171572041197816
0.5103277727481856,1.5998055774054234,0.2132823283218807,1.2250849671262563,0.21588168456548024,9.87999853388557,0.12207418539016963,15.9871531723051
0.5822604223867971,1.7602620994671934,0.09388681933540123,1.0150818504281751,0.2875343620569585,10.77539126928857,0.08078473774878124,15.42361543818495
0.7042754419032636,2.0949509491087728,0.023889119755413413,0.5285964469641877,0.331255727009493,11.294890591210645,0.05408312868819405,14.686343144082397
0.8460276940886626,2.6246337879754824,0.005021965300761377,0.10646195402128278,0.3956126525675328,12.322398563207862,0.014071033244144646,12.584979657662284
,,,,0.4563244511234101,13.348092218597667,,
,,,,0.5303797236374299,14.923413847450796,,
,,,,0.6032162885313198,16.58862661730748,,
,,,,0.6226404720888465,17.005534581974125,,
,,,,0.6748323131620423,18.388978484770735,,
,,,,0.7452076384561815,20.8221969724737,,
,,,,0.8058442986475094,23.703056848587032,,
,,,,0.8980445698786789,27.278360151009785,,
,,,,0.9671975222666128,29.891965692922334,,
,,,,0.9853718432723674,31.167980060843746,,
